@RELATION wavelet_glcm_hsv_hu_lbp

@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f12 NUMERIC
@ATTRIBUTE f13 NUMERIC
@ATTRIBUTE f14 NUMERIC
@ATTRIBUTE f15 NUMERIC
@ATTRIBUTE f16 NUMERIC
@ATTRIBUTE f17 NUMERIC
@ATTRIBUTE f18 NUMERIC
@ATTRIBUTE f19 NUMERIC
@ATTRIBUTE f20 NUMERIC
@ATTRIBUTE f21 NUMERIC
@ATTRIBUTE f22 NUMERIC
@ATTRIBUTE f23 NUMERIC
@ATTRIBUTE f24 NUMERIC
@ATTRIBUTE f25 NUMERIC
@ATTRIBUTE f26 NUMERIC
@ATTRIBUTE f27 NUMERIC
@ATTRIBUTE f28 NUMERIC
@ATTRIBUTE f29 NUMERIC
@ATTRIBUTE f30 NUMERIC
@ATTRIBUTE f31 NUMERIC
@ATTRIBUTE f32 NUMERIC
@ATTRIBUTE class {Highway,Pasture,Residential,River}

@DATA
24.142598588337304,3.212165181951008,0.44058848849680876,0.31348074139343807,0.8766385355360784,0.09827832678837979,60.775634765625,50.15202331542969,128.8043212890625,2.866038252342452,8.597437871329602,10.309538785993402,11.626577605449603,-22.611102064492705,-16.233702271421183,-23.162896538556193,0.0026397705078125,0.011322021484375,0.0,0.0083465576171875,0.120391845703125,0.0,0.355621337890625,0.0,0.27685546875,0.050018310546875,0.0,0.0482330322265625,0.111297607421875,0.0,0.0152740478515625,0.0,Highway
32.364074233890605,4.494328461876217,0.201371951804038,0.04103529719036939,0.8335946890791166,0.0016840936746294996,96.64517211914062,91.72885131835938,90.15248107910156,2.6613991775258756,7.418072549148158,10.773215386380665,11.09401243776551,22.062872159278047,-15.549629604793248,22.439834351466683,0.001678466796875,0.0115509033203125,0.0,0.0031585693359375,0.114166259765625,0.0,0.2831268310546875,0.0,0.31634521484375,0.06402587890625,0.0,0.0647125244140625,0.124664306640625,0.0,0.016571044921875,0.0,Highway
31.164710229681567,4.185832888581038,0.26723129148064995,0.10166190651785725,0.9051040090618814,0.01034755660868511,94.96853637695312,84.85127258300781,90.85679626464844,2.6856683287387644,7.712953250300402,10.088421092694944,9.635057242807807,-20.178261349244973,13.539029513679557,-19.50642170852091,0.0016632080078125,0.014007568359375,0.0,0.0048675537109375,0.1160125732421875,0.0,0.2791595458984375,0.0,0.2918701171875,0.060516357421875,0.0,0.06878662109375,0.1443939208984375,0.0,0.0187225341796875,0.0,Highway
33.60795995431366,4.58409071338269,0.19416528906510902,0.03990570367252326,0.8464148626464596,0.0015926673199331642,95.50393676757812,86.0340576171875,79.55905151367188,2.6291826905884887,7.802741438813122,9.926380653170721,10.375176338623682,22.264293009137553,-15.401195208460477,20.52602730321461,0.0016937255859375,0.013671875,0.0,0.003448486328125,0.120880126953125,0.0,0.23016357421875,0.0,0.2818603515625,0.0457000732421875,0.0,0.0735626220703125,0.209869384765625,0.0,0.0191497802734375,0.0,Highway
29.45605173037043,4.244158249492802,0.226306700187771,0.054161775139289055,0.8857072394636255,0.0029353041580269033,54.88627624511719,54.52984619140625,103.23698425292969,2.7729380180367573,7.947300970626795,10.984651063966629,10.511117608828343,22.116233908097154,-14.544224177105283,21.263233648632983,0.00140380859375,0.012237548828125,0.0,0.002288818359375,0.1178741455078125,0.0,0.210052490234375,0.0,0.3014068603515625,0.0498046875,0.0,0.0839080810546875,0.205596923828125,0.0,0.0154266357421875,0.0,Highway
23.159026153327932,3.56756615453913,0.29854478305670573,0.1385790472478063,0.8822698948345606,0.019205255372578868,99.03195190429688,46.173370361328125,125.77775573730469,2.814528912551956,8.065892194492763,11.70225693523978,11.791327874431987,-23.569297429917622,-15.827506800826468,-23.974981321466643,0.0013580322265625,0.0136566162109375,0.0,0.0013427734375,0.114837646484375,0.0,0.1891937255859375,0.0,0.3223114013671875,0.054595947265625,0.0,0.0895843505859375,0.1947784423828125,0.0,0.018341064453125,0.0,Highway
27.447126639905882,3.713050191716639,0.34335447513043704,0.19172170317638815,0.8998161693671818,0.03676206380204204,78.89414978027344,40.856475830078125,115.72331237792969,2.810897516447505,8.686107862324917,10.423509999683176,10.596924118810204,-21.509876672023267,-15.372305049270611,21.144099995548615,0.001953125,0.0123443603515625,0.0,0.006866455078125,0.10394287109375,0.0,0.355712890625,0.0,0.28887939453125,0.04290771484375,0.0,0.0485687255859375,0.122528076171875,0.0,0.01629638671875,0.0,Highway
33.73149097058209,4.518162690391842,0.21714174499547118,0.05143906938126409,0.8585464383446348,0.0026483358068732175,95.69393920898438,75.53865051269531,90.69145202636719,2.685607833000664,7.465118077593965,11.472708625095764,11.871212507104422,-23.552308270426717,-15.61640101280011,24.23574285301437,0.0017547607421875,0.012939453125,0.0,0.0044403076171875,0.1006317138671875,0.0,0.305419921875,0.0,0.3268890380859375,0.0487060546875,0.0,0.052490234375,0.1262969970703125,0.0,0.0204315185546875,0.0,Highway
30.587920314581893,4.393608743830246,0.1988096244691475,0.05689453205321696,0.5169917673712816,0.0032371134003273804,102.40599060058594,79.97782897949219,88.15437316894531,2.644007178522886,8.052662850486355,11.959400826954097,13.012479845708262,25.519011341996183,17.561100962198033,-26.020171162562075,0.001739501953125,0.013885498046875,0.0,0.0030670166015625,0.1091156005859375,0.0,0.18389892578125,0.0,0.285247802734375,0.043701171875,0.0,0.0797576904296875,0.2604217529296875,0.0,0.0191650390625,0.0,Highway
29.106755574544337,3.9724368309789932,0.29123962723199304,0.12958742981921473,0.9113468841254343,0.016793568446305758,76.22923278808594,67.88047790527344,103.58229064941406,2.7336565111671085,7.309453306158896,10.595939563163228,11.519686634071492,22.600972873356923,15.174485857318961,23.072222145649803,0.001983642578125,0.0124969482421875,0.0,0.002838134765625,0.1197357177734375,0.0,0.2587890625,0.0,0.250457763671875,0.04364013671875,0.0,0.071258544921875,0.2203826904296875,0.0,0.0184173583984375,0.0,Highway
33.92030783956372,4.5188292274179425,0.2205887678650797,0.05604276349777232,0.8503446462265473,0.003142817982560189,94.79202270507812,61.540924072265625,94.11454772949219,2.6920541519853693,9.08365034599359,10.697148515405225,10.67509889230312,21.38696149858536,15.460192045592407,21.83704708811877,0.0016326904296875,0.013214111328125,0.0,0.006927490234375,0.1149749755859375,0.0,0.343353271484375,0.0,0.2838592529296875,0.0548248291015625,0.0,0.05401611328125,0.1096343994140625,0.0,0.0175628662109375,0.0,Highway
