@RELATION glcm_lbp

@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f12 NUMERIC
@ATTRIBUTE f13 NUMERIC
@ATTRIBUTE f14 NUMERIC
@ATTRIBUTE f15 NUMERIC
@ATTRIBUTE f16 NUMERIC
@ATTRIBUTE f17 NUMERIC
@ATTRIBUTE f18 NUMERIC
@ATTRIBUTE f19 NUMERIC
@ATTRIBUTE f20 NUMERIC
@ATTRIBUTE f21 NUMERIC
@ATTRIBUTE f22 NUMERIC
@ATTRIBUTE class {Highway,Pasture,Residential,River}

@DATA
24.142598588337304,3.212165181951008,0.44058848849680876,0.31348074139343807,0.8766385355360784,0.09827832678837979,0.0026397705078125,0.011322021484375,0.0,0.0083465576171875,0.120391845703125,0.0,0.355621337890625,0.0,0.27685546875,0.050018310546875,0.0,0.0482330322265625,0.111297607421875,0.0,0.0152740478515625,0.0,Highway
32.364074233890605,4.494328461876217,0.201371951804038,0.04103529719036939,0.8335946890791166,0.0016840936746294996,0.001678466796875,0.0115509033203125,0.0,0.0031585693359375,0.114166259765625,0.0,0.2831268310546875,0.0,0.31634521484375,0.06402587890625,0.0,0.0647125244140625,0.124664306640625,0.0,0.016571044921875,0.0,Highway
31.164710229681567,4.185832888581038,0.26723129148064995,0.10166190651785725,0.9051040090618814,0.01034755660868511,0.0016632080078125,0.014007568359375,0.0,0.0048675537109375,0.1160125732421875,0.0,0.2791595458984375,0.0,0.2918701171875,0.060516357421875,0.0,0.06878662109375,0.1443939208984375,0.0,0.0187225341796875,0.0,Highway
33.60795995431366,4.58409071338269,0.19416528906510902,0.03990570367252326,0.8464148626464596,0.0015926673199331642,0.0016937255859375,0.013671875,0.0,0.003448486328125,0.120880126953125,0.0,0.23016357421875,0.0,0.2818603515625,0.0457000732421875,0.0,0.0735626220703125,0.209869384765625,0.0,0.0191497802734375,0.0,Highway
29.45605173037043,4.244158249492802,0.226306700187771,0.054161775139289055,0.8857072394636255,0.0029353041580269033,0.00140380859375,0.012237548828125,0.0,0.002288818359375,0.1178741455078125,0.0,0.210052490234375,0.0,0.3014068603515625,0.0498046875,0.0,0.0839080810546875,0.205596923828125,0.0,0.0154266357421875,0.0,Highway
23.159026153327932,3.56756615453913,0.29854478305670573,0.1385790472478063,0.8822698948345606,0.019205255372578868,0.0013580322265625,0.0136566162109375,0.0,0.0013427734375,0.114837646484375,0.0,0.1891937255859375,0.0,0.3223114013671875,0.054595947265625,0.0,0.0895843505859375,0.1947784423828125,0.0,0.018341064453125,0.0,Highway
27.447126639905882,3.713050191716639,0.34335447513043704,0.19172170317638815,0.8998161693671818,0.03676206380204204,0.001953125,0.0123443603515625,0.0,0.006866455078125,0.10394287109375,0.0,0.355712890625,0.0,0.28887939453125,0.04290771484375,0.0,0.0485687255859375,0.122528076171875,0.0,0.01629638671875,0.0,Highway
33.73149097058209,4.518162690391842,0.21714174499547118,0.05143906938126409,0.8585464383446348,0.0026483358068732175,0.0017547607421875,0.012939453125,0.0,0.0044403076171875,0.1006317138671875,0.0,0.305419921875,0.0,0.3268890380859375,0.0487060546875,0.0,0.052490234375,0.1262969970703125,0.0,0.0204315185546875,0.0,Highway
30.587920314581893,4.393608743830246,0.1988096244691475,0.05689453205321696,0.5169917673712816,0.0032371134003273804,0.001739501953125,0.013885498046875,0.0,0.0030670166015625,0.1091156005859375,0.0,0.18389892578125,0.0,0.285247802734375,0.043701171875,0.0,0.0797576904296875,0.2604217529296875,0.0,0.0191650390625,0.0,Highway
29.106755574544337,3.9724368309789932,0.29123962723199304,0.12958742981921473,0.9113468841254343,0.016793568446305758,0.001983642578125,0.0124969482421875,0.0,0.002838134765625,0.1197357177734375,0.0,0.2587890625,0.0,0.250457763671875,0.04364013671875,0.0,0.071258544921875,0.2203826904296875,0.0,0.0184173583984375,0.0,Highway
33.92030783956372,4.5188292274179425,0.2205887678650797,0.05604276349777232,0.8503446462265473,0.003142817982560189,0.0016326904296875,0.013214111328125,0.0,0.006927490234375,0.1149749755859375,0.0,0.343353271484375,0.0,0.2838592529296875,0.0548248291015625,0.0,0.05401611328125,0.1096343994140625,0.0,0.0175628662109375,0.0,Highway
32.08456184328078,4.453784321629714,0.20267451884666532,0.04476350896846649,0.8208304944366591,0.0020041723488430866,0.0020751953125,0.012054443359375,0.0,0.0024261474609375,0.112945556640625,0.0,0.2381591796875,0.0,0.280670166015625,0.0525665283203125,0.0,0.069183349609375,0.2136383056640625,0.0,0.0162811279296875,0.0,Highway
29.362153045890974,4.303274228591325,0.20295771969724039,0.05907589434843918,0.6184746779295408,0.0034899920779538577,0.0021514892578125,0.0146026611328125,0.0,0.000946044921875,0.1202545166015625,0.0,0.112518310546875,0.0,0.27001953125,0.03826904296875,0.0,0.103118896484375,0.3206787109375,0.0,0.0174407958984375,0.0,Highway
5.769863158233406,0.8847135795179258,0.8227412920025537,0.7763411076478187,0.8363394896756668,0.6027110860706028,0.00262451171875,0.0122222900390625,0.0,0.008148193359375,0.1163482666015625,0.0,0.377777099609375,0.0,0.293975830078125,0.06011962890625,0.0,0.0430755615234375,0.0669403076171875,0.0,0.018768310546875,0.0,Highway
29.15726334919309,4.296228808025979,0.2022996238317456,0.0619289161227011,0.38075569950425053,0.0038352213819765587,0.001861572265625,0.013031005859375,0.0,0.00054931640625,0.122344970703125,0.0,0.0801544189453125,0.0,0.247711181640625,0.0352935791015625,0.0,0.1081390380859375,0.3737945556640625,0.0,0.017120361328125,0.0,Highway
18.953163206115267,2.857619529546695,0.45246510062062906,0.31905691718599655,0.8496950131309453,0.10180671363549083,0.00250244140625,0.011322021484375,0.0,0.00701904296875,0.119903564453125,0.0,0.346160888671875,0.0,0.3046875,0.0583648681640625,0.0,0.0482177734375,0.0843505859375,0.0,0.0174713134765625,0.0,Highway
31.013916252195443,4.375522583954094,0.21223720533091234,0.048532022922870316,0.804115431479704,0.00235549689109768,0.001556396484375,0.01416015625,0.0,0.0032196044921875,0.113983154296875,0.0,0.212646484375,0.0,0.28741455078125,0.0466461181640625,0.0,0.07977294921875,0.2227630615234375,0.0,0.0178375244140625,0.0,Highway
33.716940591501746,4.588179595710697,0.19491344735564162,0.038806869195219085,0.8240155607622563,0.001506273893824249,0.0013885498046875,0.014373779296875,0.0,0.004180908203125,0.1005706787109375,0.0,0.2888946533203125,0.0,0.32464599609375,0.05804443359375,0.0,0.0586700439453125,0.1297149658203125,0.0,0.0195159912109375,0.0,Highway
19.016943051833543,2.5817550540894514,0.5428682699989605,0.43946544595412074,0.8645575156112696,0.1931519481681927,0.002349853515625,0.011932373046875,0.0,0.009613037109375,0.114593505859375,0.0,0.4413299560546875,0.0,0.2669219970703125,0.04669189453125,0.0,0.0291900634765625,0.0597991943359375,0.0,0.017578125,0.0,Highway
33.75942472709254,4.511879854424066,0.2187637701541421,0.05347180930382675,0.8798944004349742,0.002862402500346213,0.00201416015625,0.0116119384765625,0.0,0.006591796875,0.12225341796875,0.0,0.3219451904296875,0.0,0.287017822265625,0.056365966796875,0.0,0.0504608154296875,0.1251068115234375,0.0,0.016632080078125,0.0,Highway
31.573433099791156,4.4337607686833795,0.20278665555408787,0.04704694908305542,0.7406328209098283,0.00221349746546825,0.001922607421875,0.0128173828125,0.0,0.0019378662109375,0.11151123046875,0.0,0.19158935546875,0.0,0.267547607421875,0.0366973876953125,0.0,0.0821380615234375,0.276885986328125,0.0,0.0169525146484375,0.0,Highway
32.42068623387547,4.356172310289495,0.2424974428700307,0.07562613332502105,0.8975751205260503,0.005722182193503188,0.0018768310546875,0.013153076171875,0.0,0.005035400390625,0.109100341796875,0.0,0.315887451171875,0.0,0.2840423583984375,0.0479736328125,0.0,0.0573577880859375,0.1475067138671875,0.0,0.01806640625,0.0,Highway
26.38583243909739,3.508628076361137,0.3944815942886327,0.26300078826719614,0.878836485035865,0.06918609403477882,0.001708984375,0.0125274658203125,0.0,0.0090789794921875,0.111053466796875,0.0,0.402587890625,0.0,0.2918853759765625,0.048736572265625,0.0,0.0357818603515625,0.0690765380859375,0.0,0.0175628662109375,0.0,Highway
32.069338421489014,4.434097053468695,0.2158914603398449,0.04884079618914104,0.8372261776104103,0.002385695485756254,0.0014190673828125,0.0121612548828125,0.0,0.003875732421875,0.0985870361328125,0.0,0.301483154296875,0.0,0.34393310546875,0.06085205078125,0.0,0.054595947265625,0.1060791015625,0.0,0.0170135498046875,0.0,Highway
34.995776863985384,4.619130807329525,0.2086206922184194,0.04444322482561721,0.8637759580116339,0.0019761642358772334,0.001617431640625,0.0120391845703125,0.0,0.0059356689453125,0.1058349609375,0.0,0.3274993896484375,0.0,0.3139495849609375,0.0542755126953125,0.0,0.0518341064453125,0.1087799072265625,0.0,0.0182342529296875,0.0,Highway
